"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
3,1,452,1,16,0,0,576,7.7333,1,3,12,NA,72,0
3,1,454,1,29.8811345124283,0,0,398,7.75,1,3,6,NA,68,0
3,1,458,2,9,0,2,584,20.525,1,4,27,NA,317,0
3,0,459,2,33,1,1,584,20.525,1,4,NA,NA,317,0
3,0,460,2,41,0,0,874,7.85,1,4,NA,NA,265,0
3,1,461,1,31,1,1,584,20.525,1,4,27,NA,317,0
3,0,462,2,38,0,0,876,7.05,1,4,NA,NA,272,0
3,0,463,2,9,5,2,776,46.9,1,4,NA,NA,360,0
3,0,464,2,1,5,2,776,46.9,1,4,NA,NA,360,0
3,0,465,2,11,5,2,776,46.9,1,4,NA,NA,360,0
3,0,466,1,10,5,2,776,46.9,1,4,NA,NA,360,0
3,0,467,1,16,5,2,776,46.9,1,4,NA,NA,360,0
3,0,468,2,14,5,2,776,46.9,1,4,NA,NA,360,0
3,0,469,2,40,1,6,776,46.9,1,4,NA,NA,360,0
3,0,470,1,43,1,6,776,46.9,1,4,NA,NA,360,0
3,0,475,2,51,0,0,134,8.05,1,4,NA,NA,98,0
3,0,479,2,32,0,0,702,8.3625,1,4,NA,NA,125,0
3,0,480,2,29.8811345124283,0,0,654,8.05,1,4,NA,NA,1,0
3,0,482,2,20,0,0,692,9.8458,1,4,NA,NA,351,0
3,0,483,2,37,2,0,332,7.925,1,4,NA,98,281,0
3,0,484,2,28,2,0,333,7.925,1,4,NA,NA,281,0
3,0,485,2,19,0,0,447,7.775,1,4,NA,NA,235,0
3,0,486,1,24,0,0,520,8.85,1,4,NA,NA,1,0
3,0,487,1,17,0,0,740,7.7333,1,3,NA,NA,1,0
3,0,488,2,29.8811345124283,1,0,681,19.9667,1,4,NA,NA,1,0
3,0,489,2,29.8811345124283,1,0,682,19.9667,1,4,NA,NA,1,0
3,0,490,2,28,1,0,914,15.85,1,4,NA,NA,1,0
3,1,491,1,24,1,0,914,15.85,1,4,10,NA,1,0
3,0,495,2,20,0,0,423,9.5,1,4,NA,NA,1,0
3,0,496,2,23.5,0,0,289,7.2292,1,2,NA,188,1,0
3,0,497,2,41,2,0,547,14.1083,1,4,NA,NA,1,0
3,0,498,2,26,1,0,546,7.8542,1,4,NA,NA,1,0
3,0,499,2,21,0,0,548,7.8542,1,4,NA,69,1,0
3,1,500,1,45,1,0,547,14.1083,1,4,4,NA,1,0
3,0,504,1,29.8811345124283,0,0,926,7.55,1,4,NA,NA,1,0
3,0,505,2,25,0,0,652,7.25,1,4,25,NA,1,0
3,0,518,2,29.8811345124283,0,0,671,6.8583,1,3,NA,NA,1,0
3,0,521,2,11,0,0,295,18.7875,1,2,NA,NA,1,0
3,1,527,1,29.8811345124283,0,0,642,7.75,1,3,12,NA,1,0
3,1,528,2,27,0,0,466,6.975,1,4,10,NA,1,0
3,1,529,2,29.8811345124283,0,0,105,56.4958,1,4,26,NA,1,0
3,0,530,1,18,0,0,604,6.75,1,3,NA,NA,1,0
3,1,531,1,26,0,0,915,7.925,1,4,NA,NA,1,0
3,0,532,1,23,0,0,917,7.925,1,4,NA,NA,1,0
3,1,533,1,22,0,0,697,8.9625,1,4,26,NA,1,0
3,0,534,2,28,0,0,527,7.8958,1,4,NA,306,1,0
3,0,535,1,28,0,0,463,7.775,1,4,NA,NA,1,0
3,0,536,1,29.8811345124283,0,0,657,7.75,1,3,NA,NA,1,0
3,1,550,1,2,0,1,339,12.2875,1,4,10,NA,1,0
3,1,551,1,22,1,1,339,12.2875,1,4,10,NA,1,0
3,0,560,2,43,0,0,745,6.45,1,4,NA,NA,1,0
3,0,561,2,28,0,0,744,22.525,1,4,NA,NA,1,0
3,1,565,1,27,0,0,916,7.925,1,4,NA,NA,1,0
3,0,567,2,29.8811345124283,0,0,644,7.75,1,3,NA,NA,1,0
3,1,569,1,29.8811345124283,0,0,706,8.05,1,4,26,NA,1,0
3,0,575,2,42,0,0,480,7.65,180,4,NA,120,1,1
3,1,577,2,29.8811345124283,0,0,436,7.8875,1,4,26,NA,1,0
3,0,578,2,30,0,0,281,7.2292,1,2,NA,NA,1,0
3,0,581,2,29.8811345124283,0,0,504,7.8958,1,4,NA,NA,1,0
3,0,582,1,27,1,0,912,7.925,1,4,NA,NA,1,0
3,0,583,1,25,1,0,913,7.925,1,4,NA,NA,1,0
3,0,586,2,29.8811345124283,0,0,485,7.8958,1,4,NA,NA,1,0
3,1,589,2,29,0,0,524,7.8958,1,2,10,NA,1,0
3,1,590,2,21,0,0,550,7.7958,1,4,24,NA,1,0
3,0,591,2,29.8811345124283,0,0,875,7.05,1,4,NA,NA,1,0
3,0,596,2,20,0,0,559,7.8542,1,4,NA,NA,1,0
3,0,597,2,48,0,0,557,7.8542,1,4,NA,NA,1,0
3,0,598,2,17,1,0,558,7.0542,1,4,NA,NA,1,0
3,1,599,1,29.8811345124283,0,0,103,7.75,1,3,28,NA,1,0
3,1,601,2,29.8811345124283,0,0,684,8.1125,1,4,6,NA,1,0
3,0,602,2,34,0,0,328,6.4958,1,4,NA,143,1,0
3,1,603,2,26,0,0,448,7.775,1,4,10,NA,1,0
3,0,604,2,22,0,0,560,7.7958,1,4,NA,156,1,0
3,0,605,2,33,0,0,694,8.6542,1,4,NA,285,1,0
3,0,606,2,31,0,0,441,7.775,1,4,NA,NA,1,0
3,0,607,2,29,0,0,473,7.8542,1,4,NA,NA,1,0
3,1,608,2,4,1,1,478,11.1333,1,4,10,NA,1,0
3,1,609,1,1,1,1,478,11.1333,1,4,10,NA,1,0
3,0,610,2,49,0,0,788,0,1,4,NA,NA,1,0
3,0,611,2,33,0,0,440,7.775,1,4,NA,37,1,0
3,0,612,2,19,0,0,788,0,1,4,NA,NA,1,0
3,1,613,1,27,0,2,478,11.1333,1,4,10,NA,1,0
3,0,614,2,29.8811345124283,1,2,924,23.45,1,4,NA,NA,1,0
3,0,615,1,29.8811345124283,1,2,924,23.45,1,4,NA,NA,1,0
3,0,616,2,29.8811345124283,1,2,924,23.45,1,4,NA,NA,1,0
3,0,617,1,29.8811345124283,1,2,924,23.45,1,4,NA,NA,1,0
3,0,619,2,23,0,0,488,7.8958,1,4,NA,NA,1,0
3,1,620,2,32,0,0,573,7.8542,1,4,10,NA,1,0
3,0,621,2,27,0,0,569,7.8542,1,4,NA,NA,1,0
3,0,623,1,20,1,0,675,9.825,1,4,NA,NA,1,0
3,0,624,1,21,1,0,676,9.825,1,4,NA,NA,1,0
3,1,625,2,32,0,0,905,7.925,1,4,10,NA,1,0
3,0,626,2,17,0,0,901,7.125,1,4,NA,NA,1,0
3,0,627,2,21,0,0,703,8.4333,1,4,NA,NA,1,0
3,0,630,2,30,0,0,530,7.8958,1,4,NA,NA,1,0
3,1,631,2,21,0,0,561,7.7958,1,4,6,NA,1,0
3,0,632,2,33,0,0,471,7.8542,1,4,NA,NA,1,0
3,0,633,2,22,0,0,563,7.5208,1,4,NA,NA,1,0
3,1,635,1,4,0,1,540,13.4167,1,2,10,NA,1,0
3,1,636,2,39,0,1,540,13.4167,1,2,10,NA,1,0
3,0,637,2,29.8811345124283,0,0,296,7.2292,1,2,NA,NA,1,0
3,0,638,2,18.5,0,0,278,7.2292,1,2,NA,58,1,0
3,0,640,2,29.8811345124283,0,0,86,7.75,1,3,NA,NA,1,0
3,0,642,2,29.8811345124283,0,0,369,7.25,1,4,24,NA,1,0
3,1,644,1,29.8811345124283,0,0,705,7.75,1,3,12,NA,1,0
3,1,645,1,29.8811345124283,0,0,102,7.75,1,3,28,NA,1,0
3,0,646,2,34.5,0,0,377,7.8292,1,3,NA,70,1,0
3,0,646,2,44,0,0,586,8.05,1,4,NA,NA,1,0
3,1,648,2,29.8811345124283,0,0,626,7.75,1,3,NA,NA,1,0
3,0,652,2,29.8811345124283,1,0,255,14.4542,1,2,NA,NA,1,0
3,0,653,1,29.8811345124283,1,0,255,14.4542,1,2,NA,NA,1,0
3,0,654,2,29.8811345124283,1,0,610,7.75,1,3,NA,NA,1,0
3,0,655,2,29.8811345124283,1,0,612,7.75,1,3,NA,NA,1,0
3,0,656,2,29.8811345124283,0,0,622,7.7375,1,3,NA,NA,1,0
3,0,662,1,22,2,0,365,8.6625,1,4,NA,NA,1,0
3,0,663,2,26,2,0,364,8.6625,1,4,NA,NA,1,0
3,1,659,1,4,0,2,366,22.025,1,4,13,NA,1,0
3,1,660,2,29,3,1,366,22.025,1,4,13,NA,1,0
3,1,661,1,26,1,1,366,22.025,1,4,13,NA,1,0
3,0,666,1,1,1,1,566,12.1833,1,4,NA,NA,1,0
3,0,667,2,18,1,1,565,7.8542,1,4,NA,NA,1,0
3,0,668,1,36,0,2,566,12.1833,1,4,NA,NA,1,0
3,0,670,2,29.8811345124283,0,0,537,7.8958,1,2,NA,NA,1,0
3,1,671,2,25,0,0,249,7.2292,178,2,3,NA,1,1
3,0,674,2,29.8811345124283,0,0,233,7.225,1,2,NA,NA,1,0
3,0,677,1,37,0,0,674,9.5875,1,4,NA,NA,1,0
3,0,678,2,29.8811345124283,0,0,501,7.8958,1,4,NA,NA,1,0
3,1,679,2,29.8811345124283,0,0,105,56.4958,1,4,26,NA,1,0
3,0,680,2,29.8811345124283,0,0,105,56.4958,1,4,NA,NA,1,0
3,1,682,1,22,0,0,747,7.25,1,4,6,NA,1,0
3,0,683,2,29.8811345124283,0,0,701,7.75,1,3,NA,NA,1,0
3,1,684,2,26,0,0,105,56.4958,1,4,9,NA,1,0
3,0,690,2,29,0,0,695,9.4833,1,4,NA,NA,1,0
3,0,691,2,29,0,0,445,7.775,1,4,NA,NA,1,0
3,0,689,2,22,0,0,443,7.775,1,4,NA,NA,1,0
3,1,693,2,22,0,0,229,7.225,1,2,19,NA,1,0
3,0,694,2,29.8811345124283,3,1,672,25.4667,1,4,NA,NA,1,0
3,0,695,1,29.8811345124283,3,1,672,25.4667,1,4,NA,NA,1,0
3,0,696,1,29.8811345124283,3,1,672,25.4667,1,4,NA,NA,1,0
3,0,697,1,29.8811345124283,3,1,672,25.4667,1,4,NA,NA,1,0
3,0,698,1,29.8811345124283,0,4,672,25.4667,1,4,NA,NA,1,0
3,0,700,2,32,0,0,909,7.925,1,4,NA,NA,1,0
3,0,702,2,34.5,0,0,279,6.4375,1,2,NA,196,1,0
3,0,704,1,29.8811345124283,1,0,638,15.5,1,3,NA,NA,1,0
3,0,705,2,29.8811345124283,1,0,638,15.5,1,3,NA,NA,1,0
3,0,706,2,36,0,0,788,0,1,4,NA,NA,1,0
3,0,708,2,39,0,0,715,24.15,1,4,NA,NA,1,0
3,0,713,2,24,0,0,433,9.5,1,4,NA,NA,1,0
3,0,714,1,25,0,0,449,7.775,1,4,NA,NA,1,0
3,0,715,1,45,0,0,451,7.75,1,4,NA,NA,1,0
3,0,717,2,36,1,0,543,15.55,1,4,24,NA,1,0
3,0,718,1,30,1,0,543,15.55,1,4,24,NA,1,0
3,1,719,2,20,1,0,904,7.925,1,4,10,NA,1,0
3,0,721,2,29.8811345124283,0,0,389,7.8792,1,3,NA,NA,1,0
3,0,724,2,28,0,0,105,56.4958,1,4,NA,NA,1,0
3,0,726,2,29.8811345124283,0,0,844,7.55,1,4,NA,NA,1,0
3,0,727,2,30,1,0,735,16.1,1,4,NA,NA,1,0
3,0,728,1,26,1,0,735,16.1,1,4,NA,NA,1,0
3,0,729,2,29.8811345124283,0,0,84,7.8792,1,4,NA,153,1,0
3,0,735,2,20.5,0,0,723,7.25,1,4,NA,NA,1,0
3,1,736,2,27,0,0,363,8.6625,1,4,10,NA,1,0
3,0,737,2,51,0,0,479,7.0542,1,4,NA,NA,1,0
3,1,738,1,23,0,0,475,7.8542,1,4,3,NA,1,0
3,1,739,2,32,0,0,564,7.5792,1,4,10,NA,1,0
3,0,741,2,29.8811345124283,0,0,519,7.8958,1,4,NA,NA,1,0
3,0,743,2,29.8811345124283,0,0,771,7.55,1,4,NA,NA,1,0
3,1,744,1,29.8811345124283,0,0,637,7.75,1,3,10,NA,1,0
3,1,746,2,24,0,0,743,7.1417,1,4,6,NA,1,0
3,0,747,2,22,0,0,902,7.125,1,4,NA,NA,1,0
3,0,749,1,29.8811345124283,0,0,381,7.8792,1,3,NA,NA,1,0
3,0,750,2,29.8811345124283,0,0,741,7.75,1,3,NA,NA,1,0
3,0,752,2,29.8811345124283,0,0,738,8.05,1,4,NA,NA,1,0
3,0,753,2,29,0,0,898,7.925,1,4,NA,NA,1,0
3,1,758,2,29.8811345124283,0,0,273,7.2292,1,2,10,NA,1,0
3,0,759,1,30.5,0,0,598,7.75,1,3,NA,61,1,0
3,1,761,1,29.8811345124283,0,0,623,7.7375,1,3,12,NA,1,0
3,0,762,2,29.8811345124283,0,0,250,7.2292,177,2,NA,NA,1,1
3,0,764,2,35,0,0,497,7.8958,1,2,NA,NA,1,0
3,0,765,2,33,0,0,541,7.8958,1,4,NA,NA,1,0
3,1,768,1,29.8811345124283,0,0,244,7.225,1,2,26,NA,1,0
3,0,769,2,29.8811345124283,0,0,539,7.8958,1,2,NA,NA,1,0
3,1,774,1,29.8811345124283,0,0,663,7.75,1,3,11,NA,1,0
3,1,776,2,29.8811345124283,0,0,611,7.75,1,3,NA,NA,1,0
3,1,777,1,29.8811345124283,2,0,609,23.25,1,3,12,NA,1,0
3,1,778,1,29.8811345124283,2,0,609,23.25,1,3,12,NA,1,0
3,1,779,2,29.8811345124283,2,0,609,23.25,1,3,12,NA,1,0
3,1,782,1,29.8811345124283,0,0,383,7.7875,1,3,6,NA,1,0
3,0,783,2,29.8811345124283,0,0,607,15.5,1,3,NA,NA,1,0
3,1,785,1,29.8811345124283,0,0,382,7.8792,1,3,6,NA,1,0
3,1,786,1,15,0,0,380,8.0292,1,3,NA,NA,1,0
3,0,787,1,35,0,0,704,7.75,1,3,NA,NA,1,0
3,0,789,2,29.8811345124283,0,0,639,7.75,1,3,NA,NA,1,0
3,0,790,2,24,1,0,656,16.1,1,4,NA,NA,1,0
3,0,791,1,19,1,0,656,16.1,1,4,NA,53,1,0
3,0,792,1,29.8811345124283,0,0,635,7.75,1,3,NA,NA,1,0
3,0,793,1,29.8811345124283,0,0,886,8.05,1,4,NA,NA,1,0
3,0,794,1,29.8811345124283,0,0,409,8.05,1,4,NA,NA,1,0
3,0,798,2,55.5,0,0,710,8.05,1,4,NA,201,1,0
3,0,799,2,29.8811345124283,0,0,625,7.75,1,3,NA,NA,1,0
3,1,803,2,21,0,0,416,7.775,1,4,10,NA,1,0
3,0,804,2,29.8811345124283,0,0,579,8.05,1,4,NA,NA,1,0
3,0,810,2,24,0,0,517,7.8958,1,4,NA,NA,1,0
3,0,811,2,21,0,0,495,7.8958,1,4,NA,NA,1,0
3,0,812,2,28,0,0,491,7.8958,1,4,NA,NA,1,0
3,0,814,2,29.8811345124283,0,0,505,7.8958,1,4,NA,NA,1,0
3,1,816,1,29.8811345124283,0,0,392,7.8792,1,3,12,NA,1,0
3,0,817,2,25,0,0,482,7.65,181,4,NA,309,1,1
3,1,820,2,6,0,1,670,12.475,152,4,9,NA,1,1
3,1,821,1,27,0,1,670,12.475,152,4,9,NA,1,1
3,0,823,2,29.8811345124283,0,0,739,8.05,1,4,NA,NA,1,0
3,1,824,1,29.8811345124283,1,0,647,24.15,1,3,12,NA,1,0
3,0,825,2,29.8811345124283,1,0,647,24.15,1,3,NA,NA,1,0
3,0,826,2,29.8811345124283,0,0,374,8.4583,1,3,NA,NA,1,0
3,0,829,2,34,0,0,591,8.05,1,4,NA,NA,1,0
3,0,830,2,29.8811345124283,0,0,649,7.75,1,3,NA,NA,1,0
3,1,831,2,29.8811345124283,0,0,342,7.775,1,4,25,NA,1,0
3,1,832,2,29.8811345124283,1,1,256,15.2458,1,2,26,NA,1,0
3,1,833,2,29.8811345124283,1,1,256,15.2458,1,2,26,NA,1,0
3,1,834,1,29.8811345124283,0,2,256,15.2458,1,2,26,NA,1,0
3,1,835,1,29.8811345124283,0,0,235,7.2292,1,2,NA,NA,1,0
3,0,836,2,29.8811345124283,0,0,651,8.05,1,4,NA,NA,1,0
3,1,838,1,29.8811345124283,0,0,577,7.7333,1,3,12,NA,1,0
3,1,839,1,24,0,0,661,7.75,1,3,10,NA,1,0
3,0,840,2,29.8811345124283,0,0,708,8.05,1,4,NA,NA,1,0
3,1,841,1,29.8811345124283,1,0,613,15.5,1,3,12,NA,1,0
3,1,842,1,29.8811345124283,1,0,613,15.5,1,3,12,NA,1,0
3,1,843,1,29.8811345124283,0,0,607,15.5,1,3,12,NA,1,0
3,0,844,2,18,0,0,456,7.75,1,4,NA,NA,1,0
3,0,846,2,22,0,0,490,7.8958,1,4,NA,NA,1,0
3,1,847,1,15,0,0,262,7.225,1,2,26,NA,1,0
3,1,848,1,1,0,2,248,15.7417,1,2,26,NA,1,0
3,1,849,2,20,1,1,248,15.7417,1,2,26,NA,1,0
3,1,850,1,19,1,1,248,15.7417,1,2,26,NA,1,0
3,0,851,2,33,0,0,709,8.05,1,4,NA,NA,1,0
3,0,852,2,29.8811345124283,0,0,502,7.8958,1,4,NA,NA,1,0
3,0,853,2,29.8811345124283,0,0,247,7.2292,1,2,NA,NA,1,0
3,0,857,1,29.8811345124283,0,0,606,7.75,1,3,NA,NA,1,0
3,0,861,2,29.8811345124283,0,0,518,7.8958,1,4,NA,NA,1,0
3,1,869,2,12,1,0,246,11.2417,1,2,26,NA,1,0
3,1,870,1,14,1,0,246,11.2417,1,2,26,NA,1,0
3,0,871,1,29,0,0,338,7.925,1,4,NA,NA,1,0
3,0,872,2,28,0,0,587,8.05,1,4,NA,NA,1,0
3,1,873,1,18,0,0,444,7.775,1,4,28,NA,1,0
3,1,874,1,26,0,0,476,7.8542,1,4,6,NA,1,0
3,0,875,2,21,0,0,571,7.8542,1,4,NA,NA,1,0
3,0,876,2,41,0,0,887,7.125,1,4,NA,NA,122,0
3,1,877,2,39,0,0,907,7.925,1,4,23,NA,1,0
3,0,879,2,21,0,0,719,7.8,1,4,NA,NA,1,0
3,0,881,2,28.5,0,0,293,7.2292,1,2,NA,181,1,0
3,1,883,1,22,0,0,459,7.75,1,4,6,NA,1,0
3,0,884,2,61,0,0,414,6.2375,1,4,NA,NA,1,0
3,0,885,2,29.8811345124283,1,0,634,15.5,1,3,NA,NA,1,0
3,0,886,2,29.8811345124283,0,0,391,7.8292,1,3,NA,NA,1,0
3,1,887,1,29.8811345124283,1,0,634,15.5,1,3,NA,NA,1,0
3,0,888,2,29.8811345124283,0,0,393,7.7333,1,3,NA,NA,1,0
3,0,889,2,29.8811345124283,0,0,645,7.75,1,3,NA,NA,1,0
3,0,890,2,29.8811345124283,0,0,608,7.75,1,3,NA,NA,1,0
3,0,897,2,23,0,0,691,9.225,1,4,NA,NA,1,0
3,0,891,1,29.8811345124283,0,0,600,7.75,1,3,NA,NA,1,0
3,1,892,1,29.8811345124283,0,0,101,7.75,1,3,28,NA,1,0
3,1,893,1,29.8811345124283,0,0,386,7.8792,1,3,NA,NA,1,0
3,1,898,1,22,0,0,462,7.775,1,4,26,NA,1,0
3,1,894,2,29.8811345124283,0,0,619,7.75,1,3,25,NA,1,0
3,1,895,1,29.8811345124283,0,0,378,7.8292,1,3,6,NA,1,0
3,1,900,2,9,0,1,742,3.1708,1,4,6,NA,1,0
3,0,901,2,28,0,0,744,22.525,1,4,NA,173,1,0
3,0,902,2,42,0,1,678,8.4042,1,4,NA,NA,1,0
3,0,903,2,29.8811345124283,0,0,787,7.3125,1,4,NA,NA,1,0
3,0,904,1,31,0,0,568,7.8542,1,4,NA,NA,1,0
3,0,905,2,28,0,0,470,7.8542,1,4,NA,NA,1,0
3,1,906,2,32,0,0,457,7.775,1,4,24,NA,1,0
3,0,907,2,20,0,0,685,9.225,1,4,NA,89,253,0
3,0,909,1,23,0,0,350,8.6625,1,4,NA,NA,1,0
3,0,910,1,20,0,0,361,8.6625,1,4,NA,NA,1,0
3,0,911,2,20,0,0,359,8.6625,1,4,NA,NA,1,0
3,0,912,2,16,0,0,692,9.2167,1,4,NA,NA,1,0
3,1,913,1,31,0,0,528,8.6833,1,4,NA,NA,1,0
3,0,896,1,29.8811345124283,0,0,375,7.6292,1,3,NA,NA,1,0
3,0,922,2,2,3,1,542,21.075,1,4,NA,4,1,0
3,0,923,2,6,3,1,542,21.075,1,4,NA,NA,1,0
3,0,924,1,3,3,1,542,21.075,1,4,NA,NA,1,0
3,0,925,1,8,3,1,542,21.075,1,4,NA,NA,1,0
3,0,926,1,29,0,4,542,21.075,1,4,NA,206,1,0
3,0,927,2,1,4,1,336,39.6875,1,4,NA,NA,1,0
3,0,928,2,7,4,1,336,39.6875,1,4,NA,NA,1,0
3,0,929,2,2,4,1,336,39.6875,1,4,NA,NA,1,0
3,0,930,2,16,4,1,336,39.6875,1,4,NA,NA,1,0
3,0,931,2,14,4,1,336,39.6875,1,4,NA,NA,1,0
3,0,932,1,41,0,5,336,39.6875,1,4,NA,NA,1,0
3,0,938,2,21,0,0,362,8.6625,1,4,NA,NA,1,0
3,0,939,2,19,0,0,578,14.5,1,4,NA,NA,1,0
3,0,940,2,29.8811345124283,0,0,402,8.7125,1,2,NA,NA,1,0
3,0,941,2,32,0,0,526,7.8958,1,4,NA,NA,1,0
3,0,943,2,0.75,1,1,884,13.775,1,4,NA,NA,1,0
3,0,944,1,3,1,1,884,13.775,1,4,NA,NA,1,0
3,0,945,1,26,0,2,884,13.775,1,4,NA,NA,1,0
3,0,946,2,29.8811345124283,0,0,411,7,1,4,NA,NA,1,0
3,0,949,2,29.8811345124283,0,0,415,7.775,1,4,NA,NA,1,0
3,0,950,2,29.8811345124283,0,0,727,8.05,1,4,NA,NA,1,0
3,0,951,2,21,0,0,911,7.925,1,4,NA,NA,1,0
3,0,952,2,25,0,0,908,7.925,1,4,NA,NA,1,0
3,0,956,2,22,0,0,724,7.25,1,4,NA,NA,1,0
3,1,959,2,25,1,0,461,7.775,1,4,10,NA,1,0
3,1,961,2,29.8811345124283,1,1,263,22.3583,1,2,26,NA,1,0
3,1,962,1,29.8811345124283,1,1,263,22.3583,179,2,28,NA,1,1
3,1,963,1,29.8811345124283,0,2,263,22.3583,1,2,28,NA,1,0
3,0,964,1,29.8811345124283,0,0,384,8.1375,1,3,NA,NA,1,0
3,0,965,2,24,0,0,405,8.05,1,4,NA,NA,1,0
3,0,966,1,28,0,0,529,7.8958,1,4,NA,NA,1,0
3,0,967,2,19,0,0,496,7.8958,1,4,NA,NA,1,0
3,0,968,2,29.8811345124283,0,0,499,7.8958,1,4,NA,NA,1,0
3,0,969,2,25,1,0,454,7.775,1,4,NA,NA,1,0
3,0,970,1,18,0,0,464,7.775,1,4,NA,NA,1,0
3,1,975,2,32,0,0,885,8.05,149,4,23,NA,1,1
3,0,977,2,29.8811345124283,0,0,511,7.8958,1,4,NA,NA,1,0
3,0,978,2,17,0,0,360,8.6625,1,4,NA,NA,1,0
3,0,979,2,24,0,0,357,8.6625,1,4,NA,NA,1,0
3,0,988,2,29.8811345124283,0,0,507,7.8958,1,4,NA,NA,1,0
3,0,989,1,29.8811345124283,0,0,683,8.1125,1,4,NA,NA,1,0
3,0,990,2,29.8811345124283,0,0,238,7.2292,1,2,NA,NA,1,0
3,0,991,2,29.8811345124283,0,0,582,7.25,1,4,NA,NA,1,0
3,0,993,2,38,0,0,533,7.8958,1,4,NA,NA,1,0
3,0,998,2,21,0,0,406,8.05,1,4,NA,NA,1,0
3,0,1000,2,10,4,1,660,29.125,1,3,NA,NA,1,0
3,0,1001,2,4,4,1,660,29.125,1,3,NA,NA,1,0
3,0,1002,2,7,4,1,660,29.125,1,3,NA,NA,1,0
3,0,1003,2,2,4,1,660,29.125,1,3,NA,NA,1,0
3,0,1004,2,8,4,1,660,29.125,1,3,NA,NA,1,0
3,0,1005,1,39,0,5,660,29.125,1,3,NA,327,1,0
3,0,1011,1,22,0,0,336,39.6875,1,4,NA,NA,1,0
3,0,1013,2,35,0,0,900,7.125,1,4,NA,NA,1,0
3,1,1014,1,29.8811345124283,0,0,395,7.7208,1,3,6,NA,1,0
3,0,1015,2,29.8811345124283,0,0,588,14.5,1,4,NA,NA,1,0
3,0,1016,1,29.8811345124283,0,0,588,14.5,1,4,NA,NA,1,0
3,0,1019,2,50,1,0,736,14.5,1,4,NA,119,1,0
3,0,1020,1,47,1,0,736,14.5,1,4,NA,7,1,0
3,0,1023,2,29.8811345124283,0,0,841,8.05,1,4,NA,NA,1,0
3,0,1025,2,29.8811345124283,0,0,344,7.775,1,4,NA,NA,1,0
3,0,1027,1,2,1,1,633,20.2125,1,4,NA,NA,1,0
3,0,1028,2,18,1,1,633,20.2125,1,4,NA,NA,1,0
3,0,1029,1,41,0,2,633,20.2125,1,4,NA,NA,1,0
3,1,1033,1,29.8811345124283,0,0,407,8.05,1,4,26,NA,1,0
3,0,1037,2,50,0,0,730,8.05,1,4,NA,NA,1,0
3,0,1040,2,16,0,0,717,8.05,1,4,NA,NA,1,0
3,1,1041,2,29.8811345124283,0,0,664,7.75,1,3,9,NA,1,0
3,0,1042,2,29.8811345124283,0,0,647,24.15,1,3,NA,NA,1,0
3,0,1048,2,29.8811345124283,0,0,267,7.2292,1,2,NA,NA,1,0
3,0,1049,2,25,0,0,268,7.225,1,2,NA,NA,1,0
3,0,1050,2,29.8811345124283,0,0,272,7.225,1,2,NA,NA,1,0
3,0,1052,2,29.8811345124283,0,0,616,7.7292,1,3,NA,NA,1,0
3,0,1053,2,29.8811345124283,0,0,789,7.575,1,4,NA,NA,1,0
3,0,1054,2,38.5,0,0,873,7.25,1,4,NA,32,1,0
3,0,1055,2,29.8811345124283,8,2,779,69.55,1,4,NA,NA,1,0
3,0,1056,2,14.5,8,2,779,69.55,1,4,NA,67,1,0
3,0,1057,1,29.8811345124283,8,2,779,69.55,1,4,NA,NA,1,0
3,0,1058,1,29.8811345124283,8,2,779,69.55,1,4,NA,NA,1,0
3,0,1059,1,29.8811345124283,8,2,779,69.55,1,4,NA,NA,1,0
3,0,1060,1,29.8811345124283,8,2,779,69.55,1,4,NA,NA,1,0
3,0,1061,2,29.8811345124283,8,2,779,69.55,1,4,NA,NA,1,0
3,0,1062,2,29.8811345124283,8,2,779,69.55,1,4,NA,NA,1,0
3,0,1063,2,29.8811345124283,8,2,779,69.55,1,4,NA,NA,1,0
3,0,1064,2,29.8811345124283,1,9,779,69.55,1,4,NA,NA,1,0
3,0,1065,1,29.8811345124283,1,9,779,69.55,1,4,NA,NA,1,0
3,0,1067,2,24,0,0,690,9.325,1,4,NA,NA,1,0
3,1,1068,1,21,0,0,410,7.65,1,4,26,NA,1,0
3,0,1070,2,39,0,0,337,7.925,1,4,NA,NA,1,0
3,0,1071,2,29.8811345124283,2,0,257,21.6792,1,2,NA,NA,1,0
3,0,1072,2,29.8811345124283,2,0,257,21.6792,1,2,NA,NA,1,0
3,0,1073,2,29.8811345124283,2,0,257,21.6792,1,2,NA,NA,1,0
3,1,1074,1,1,1,1,840,16.7,186,4,6,NA,1,1
3,1,1076,1,24,0,2,840,16.7,186,4,6,NA,1,1
3,1,1075,1,4,1,1,840,16.7,186,4,6,NA,1,1
3,1,1077,2,25,0,0,422,9.5,1,4,4,NA,1,0
3,0,1078,2,20,0,0,734,8.05,1,4,NA,NA,1,0
3,0,1079,2,24.5,0,0,408,8.05,1,4,NA,284,1,0
3,0,1080,2,29.8811345124283,0,0,581,7.725,1,3,NA,NA,1,0
3,0,1083,2,29.8811345124283,0,0,506,7.8958,1,4,NA,NA,1,0
3,0,1088,2,29.8811345124283,0,0,641,7.75,1,3,NA,NA,1,0
3,1,1089,2,29,0,0,431,9.5,1,4,4,NA,1,0
3,0,1090,2,29.8811345124283,0,0,774,15.1,1,4,NA,NA,1,0
