"","matrix.unlist.titan0.."
"9905","C.A. 37671"
"9906","C.A. 37671"
"9907","364500"
"9908","S.P. 3464"
"9909","371362"
"9910","371362"
"9911","315090"
"9912","2698"
"9913","7598"
"9914","7552"
"9915","349228"
"9916","382650"
"9917","382651"
"9918","347080"
"9919","347080"
"9920","347080"
"9921","349219"
"9922","349203"
"9923","A/4 48871"
"9924","SC/A4 23568"
"9925","A/4 48871"
"9926","A/4 48873"
"9927","386525"
"9928","386525"
"9929","345572"
"9930","345572"
"9931","345774"
"9932","345778"
"9933","C.A. 2315"
"9934","C.A. 2315"
"9935","C.A. 2315"
"9936","C.A. 2315"
"9937","349250"
"9938","349238"
"9939","349225"
"9940","A/5 21172"
"9941","A/5 21175"
"9942","330958"
"9943","349232"
"9944","315088"
"9945","349226"
"9946","2686"
"9947","370376"
"9948","A/5. 10482"
"9949","364516"
"9950","368702"
"9951","SOTON/OQ 392083"
"9952","349241"
"9953","336439"
"9954","S.O./P.P. 752"
"9955","347072"
"9956","347072"
"9957","349912"
"9958","347074"
"9959","347061"
"9960","2674"
"9961","2675"
"9962","2690"
"9963","2695"
"9964","A/5 3902"
"9965","364516"
"9966","2631"
"9967","C.A. 6212"
"9968","367232"
"9969","SOTON/O.Q. 3101308"
"9970","350036"
"9971","364859"
"9972","364851"
"9973","368323"
"9974","330910"
"9975","365235"
"9976","1601"
"9977","W./C. 6608"
"9978","W./C. 6608"
"9979","A/5 1478"
"9980","W./C. 6608"
"9981","W./C. 6608"
"9982","W./C. 6608"
"9983","368573"
"9984","SOTON/O.Q. 3101314"
"9985","36864"
"9986","358585"
"9987","349254"
"9988","14973"
"9989","35851"
"9990","335677"
"9991","363291"
"9992","363291"
"9993","SOTON/O.Q. 3101263"
"9994","363291"
"9995","SOTON/O.Q. 3101306"
"9996","CA 2144"
"9997","CA 2144"
"9998","CA 2144"
"9999","CA 2144"
"10000","CA 2144"
"10001","CA 2144"
"10002","CA 2144"
"10003","CA 2144"
"10004","21440"
"10005","8471"
"10006","376563"
"10007","7534"
"10008","3101276"
"10009","3101277"
"10010","347069"
"10011","349236"
"10012","AQ/3. 30631"
"10013","65303"
"10014","65304"
"10015","STON/O2. 3101279"
"10016","STON/O2. 3101279"
"10017","345769"
"10018","2693"
"10019","350026"
"10020","350025"
"10021","350029"
"10022","350026"
"10023","W./C. 6609"
"10024","374887"
"10025","394140"
"10026","2699"
"10027","370375"
"10028","347089"
"10029","1601"
"10030","365226"
"10031","STON/O2. 3101282"
"10032","STON/O2. 3101290"
"10033","7548"
"10034","349243"
"10035","347086"
"10036","382649"
"10037","3101298"
"10038","3101298"
"10039","C 7075"
"10040","C 4001"
"10041","STON/O2. 3101283"
"10042","370377"
"10043","A. 2. 39186"
"10044","348121"
"10045","3470"
"10046","2685"
"10047","349220"
"10048","STON/O2. 3101270"
"10049","STON/O2. 3101271"
"10050","349201"
"10051","349240"
"10052","350034"
"10053","SOTON/O.Q. 3101305"
"10054","350050"
"10055","350047"
"10056","350048"
"10057","14313"
"10058","65306"
"10059","3101264"
"10060","347070"
"10061","350052"
"10062","7540"
"10063","347063"
"10064","347467"
"10065","347742"
"10066","347742"
"10067","LINE"
"10068","347062"
"10069","LINE"
"10070","347742"
"10071","W./C. 6607"
"10072","W./C. 6607"
"10073","W./C. 6607"
"10074","W./C. 6607"
"10075","349204"
"10076","350417"
"10077","350408"
"10078","4136"
"10079","4137"
"10080","STON/O 2. 3101286"
"10081","STON/O 2. 3101274"
"10082","8475"
"10083","349246"
"10084","350053"
"10085","347465"
"10086","350060"
"10087","349256"
"10088","349256"
"10089","2700"
"10090","2682"
"10091","12460"
"10092","323592"
"10093","9234"
"10094","14312"
"10095","330911"
"10096","363592"
"10097","368783"
"10098","2660"
"10099","2660"
"10100","367227"
"10101","367229"
"10102","36865"
"10103","315152"
"10104","315151"
"10105","315153"
"10106","315153"
"10107","315153"
"10108","350405"
"10109","350404"
"10110","350405"
"10111","349253"
"10112","2654"
"10113","2624"
"10114","4135"
"10115","349217"
"10116","1601"
"10117","1601"
"10118","C 7077"
"10119","7935"
"10120","1601"
"10121","7545"
"10122","347067"
"10123","347065"
"10124","2620"
"10125","4133"
"10126","4133"
"10127","4133"
"10128","4133"
"10129","4133"
"10130","STON/O 2. 3101292"
"10131","2683"
"10132","370371"
"10133","370371"
"10134","LINE"
"10135","A/4 48871"
"10136","345781"
"10137","347071"
"10138","347073"
"10139","349910"
"10140","349910"
"10141","STON/O 2. 3101285"
"10142","330971"
"10143","1601"
"10144","S.O./P.P. 251"
"10145","A/5. 3336"
"10146","A/5. 3336"
"10147","1222"
"10148","A/5 21173"
"10149","315098"
"10150","347743"
"10151","347469"
"10152","350403"
"10153","349235"
"10154","C.A. 42795"
"10155","370370"
"10156","C 17369"
"10157","STON/O 2. 3101275"
"10158","330924"
"10159","AQ/4 3130"
"10160","A/S 2816"
"10161","STON/O 2. 3101268"
"10162","2677"
"10163","364850"
"10164","36866"
"10165","2655"
"10166","349213"
"10167","349257"
"10168","2649"
"10169","349255"
"10170","383123"
"10171","367228"
"10172","367226"
"10173","367226"
"10174","367226"
"10175","330932"
"10176","36568"
"10177","330931"
"10178","330923"
"10179","9232"
"10180","370372"
"10181","376566"
"10182","376566"
"10183","370368"
"10184","SOTON/O.Q. 392087"
"10185","343095"
"10186","A.5. 11206"
"10187","368703"
"10188","345501"
"10189","359306"
"10190","349233"
"10191","349211"
"10192","349207"
"10193","349221"
"10194","330980"
"10195","348123"
"10196","392096"
"10197","392096"
"10198","A4. 54510"
"10199","371110"
"10200","371110"
"10201","330877"
"10202","364506"
"10203","372622"
"10204","312991"
"10205","2661"
"10206","2661"
"10207","2661"
"10208","2626"
"10209","374746"
"10210","35852"
"10211","382653"
"10212","A./5. 3235"
"10213","367230"
"10214","367230"
"10215","36568"
"10216","347078"
"10217","349206"
"10218","2667"
"10219","2653"
"10220","2653"
"10221","2653"
"10222","A./5. 3338"
"10223","349218"
"10224","2652"
"10225","365237"
"10226","349234"
"10227","2651"
"10228","2651"
"10229","3101297"
"10230","363611"
"10231","347066"
"10232","347470"
"10233","350410"
"10234","SOTON/O2 3101272"
"10235","STON/O 2. 3101289"
"10236","A/4. 39886"
"10237","2697"
"10238","347081"
"10239","345364"
"10240","370365"
"10241","330979"
"10242","370365"
"10243","334912"
"10244","371060"
"10245","366713"
"10246","7267"
"10247","364856"
"10248","14311"
"10249","330959"
"10250","347085"
"10251","368402"
"10252","330919"
"10253","C 17368"
"10254","C 4001"
"10255","4579"
"10256","Fa 265302"
"10257","350407"
"10258","347464"
"10259","347079"
"10260","6563"
"10261","315085"
"10262","315096"
"10263","315094"
"10264","7534"
"10265","349244"
"10266","330909"
"10267","349909"
"10268","349909"
"10269","349909"
"10270","349909"
"10271","349909"
"10272","3101295"
"10273","3101295"
"10274","3101295"
"10275","3101295"
"10276","3101295"
"10277","3101295"
"10278","315097"
"10279","358585"
"10280","3411"
"10281","349242"
"10282","SOTON/O.Q. 3101315"
"10283","SOTON/O.Q. 3101315"
"10284","SOTON/O.Q. 3101315"
"10285","343271"
"10286","345498"
"10287","A/5 2817"
"10288","STON/O 2. 3101294"
"10289","STON/O 2. 3101291"
"10290","A/5 21174"
"10291","347083"
"10292","2668"
"10293","2668"
"10294","2668"
"10295","330935"
"10296","342441"
"10297","349245"
"10298","349212"
"10299","349215"
"10300","347076"
"10301","347087"
"10302","SOTON/O.Q. 392078"
"10303","349227"
"10304","315095"
"10305","315092"
"10306","349223"
"10307","65305"
"10308","2629"
"10309","362316"
"10310","349249"
"10311","342684"
"10312","382652"
"10313","382652"
"10314","382652"
"10315","382652"
"10316","382652"
"10317","382652"
"10318","3101295"
"10319","STON/O 2. 3101273"
"10320","334915"
"10321","364498"
"10322","364498"
"10323","A/5. 3337"
"10324","A/5. 3337"
"10325","S.C./A.4. 23567"
"10326","312993"
"10327","370129"
"10328","370129"
"10329","370129"
"10330","342712"
"10331","A/5 3594"
"10332","A/4. 20589"
"10333","383162"
"10334","371110"
"10335","2671"
"10336","2672"
"10337","2676"
"10338","367655"
"10339","LP 1588"
"10340","SOTON/O.Q. 3101262"
"10341","CA. 2343"
"10342","CA. 2343"
"10343","CA. 2343"
"10344","CA. 2343"
"10345","CA. 2343"
"10346","CA. 2343"
"10347","CA. 2343"
"10348","CA. 2343"
"10349","CA. 2343"
"10350","CA. 2343"
"10351","CA. 2343"
"10352","7266"
"10353","343120"
"10354","3101296"
"10355","2662"
"10356","2662"
"10357","2662"
"10358","PP 9549"
"10359","PP 9549"
"10360","PP 9549"
"10361","345768"
"10362","A/5. 2151"
"10363","342826"
"10364","36209"
"10365","349222"
"10366","370374"
"10367","345779"
"10368","C.A. 6212"
"10369","330968"
"10370","374910"
"10371","SOTON/OQ 392082"
"10372","2669"
"10373","392092"
"10374","349251"
"10375","STON/O 2. 3101280"
"10376","3101265"
"10377","347088"
"10378","347088"
"10379","347088"
"10380","347088"
"10381","347088"
"10382","347088"
"10383","349214"
"10384","SOTON/OQ 392086"
"10385","315037"
"10386","384461"
"10387","335432"
"10388","348124"
"10389","A.5. 18509"
"10390","A.5. 3236"
"10391","STON/OQ. 369943"
"10392","349208"
"10393","349239"
"10394","CA. 2314"
"10395","A/4 45380"
"10396","3701"
"10397","349205"
"10398","7553"
"10399","STON/O 2. 3101288"
"10400","315083"
"10401","347054"
"10402","347054"
"10403","SOTON/OQ 392089"
"10404","STON/O 2. 3101269"
"10405","SOTON/OQ 392076"
"10406","347060"
"10407","7538"
"10408","350035"
"10409","350033"
"10410","363294"
"10411","2625"
"10412","2621"
"10413","2681"
"10414","2684"
"10415","2625"
"10416","32302"
"10417","376564"
"10418","376564"
"10419","STON/O 2. 3101293"
"10420","383121"
"10421","349216"
"10422","364499"
"10423","364511"
"10424","2673"
"10425","LINE"
"10426","2641"
"10427","2650"
"10428","2650"
"10429","2650"
"10430","349247"
"10431","4138"
"10432","4134"
"10433","A/5. 851"
"10434","A/5. 851"
"10435","A/5. 851"
"10436","345773"
"10437","345773"
"10438","345773"
"10439","345777"
"10440","345780"
"10441","345770"
"10442","345783"
"10443","345765"
"10444","345764"
"10445","345763"
"10446","345764"
"10447","345763"
"10448","2658"
"10449","350416"
"10450","350406"
"10451","349252"
"10452","345767"
"10453","359309"
"10454","C.A. 49867"
"10455","SOTON/OQ 3101316"
"10456","345775"
"10457","2688"
"10458","347064"
"10459","3101267"
"10460","3101266"
"10461","363272"
"10462","3410"
"10463","S.O./P.P. 751"
"10464","A/5 2466"
"10465","54636"
"10466","SOTON/OQ 3101317"
"10467","315154"
"10468","A/4. 34244"
"10469","345771"
"10470","2659"
"10471","2659"
"10472","2628"
"10473","2647"
"10474","2627"
"10475","2665"
"10476","2665"
"10477","2656"
"10478","2670"
"10479","315082"
"10480",NA
"10481","211.3375"
"10482","151.55"
"10483","151.55"
"10484","151.55"
"10485","151.55"
"10486","26.55"
"10487","77.9583"
"10488","0"
"10489","51.4792"
"10490","49.5042"
"10491","227.525"
"10492","227.525"
"10493","69.3"
"10494","78.85"
"10495","30"
"10496","25.925"
"10497","247.5208"
"10498","247.5208"
"10499","76.2917"
"10500","75.2417"
"10501","52.5542"
"10502","52.5542"
"10503","30"
"10504","227.525"
"10505","221.7792"
"10506","26"
"10507","91.0792"
"10508","91.0792"
"10509","135.6333"
"10510","26.55"
"10511","35.5"
"10512","31"
"10513","164.8667"
"10514","26.55"
"10515","26.55"
"10516","262.375"
"10517","55"
"10518","26.55"
"10519","30.5"
"10520","50.4958"
"10521","39.6"
"10522","27.7208"
"10523","51.4792"
"10524","76.2917"
"10525","134.5"
"10526","26.55"
"10527","31"
"10528","26.2875"
"10529","27.4458"
"10530","512.3292"
"10531","512.3292"
"10532","5"
"10533","47.1"
"10534","47.1"
"10535","120"
"10536","120"
"10537","120"
"10538","120"
"10539","26"
"10540","27.7208"
"10541","78.85"
"10542","78.85"
"10543","61.175"
"10544","61.175"
"10545","53.1"
"10546","53.1"
"10547","262.375"
"10548","86.5"
"10549","29.7"
"10550","55"
"10551","0"
"10552","136.7792"
"10553","136.7792"
"10554","151.55"
"10555","52"
"10556","25.5875"
"10557","83.1583"
"10558","83.1583"
"10559","83.1583"
"10560","25.7"
"10561","26.55"
"10562","71"
"10563","71"
"10564","26.55"
"10565","71.2833"
"10566","71.2833"
"10567","26.55"
"10568","30.5"
"10569","151.55"
"10570","52"
"10571","52"
"10572","57"
"10573","57"
"10574","81.8583"
"10575","81.8583"
"10576","81.8583"
"10577","106.425"
"10578","247.5208"
"10579","106.425"
"10580","39.6"
"10581","56.9292"
"10582","29.7"
"10583","83.1583"
"10584","227.525"
"10585","78.2667"
"10586","31.6792"
"10587","221.7792"
"10588","31.6833"
"10589","110.8833"
"10590","26.3875"
"10591","27.75"
"10592","263"
"10593","263"
"10594","263"
"10595","263"
"10596","263"
"10597","263"
"10598","56.9292"
"10599","26.55"
"10600","133.65"
"10601","27.7208"
"10602","133.65"
"10603","49.5"
"10604","79.2"
"10605","79.2"
"10606","0"
"10607","53.1"
"10608","53.1"
"10609","38.5"
"10610","211.5"
"10611","59.4"
"10612","59.4"
"10613","79.2"
"10614","89.1042"
"10615","89.1042"
"10616","34.6542"
"10617","28.5"
"10618","30"
"10619","153.4625"
"10620","153.4625"
"10621","63.3583"
"10622","63.3583"
"10623","79.2"
"10624","55.4417"
"10625","55.4417"
"10626","76.7292"
"10627","76.7292"
"10628","42.4"
"10629","83.475"
"10630","83.475"
"10631","0"
"10632","76.7292"
"10633","30"
"10634","83.1583"
"10635","93.5"
"10636","93.5"
"10637","42.5"
"10638","51.8625"
"10639","50"
"10640","57.9792"
"10641","57.9792"
"10642","77.9583"
"10643","52"
"10644","52"
"10645","26.55"
"10646","90"
"10647","30.6958"
"10648","90"
"10649","80"
"10650","28.7125"
"10651","0"
"10652","26"
"10653","26"
"10654","211.5"
"10655","29.7"
"10656","51.8625"
"10657","51.8625"
"10658","52.5542"
"10659","52.5542"
"10660","26.55"
"10661","211.3375"
"10662","25.9292"
"10663","106.425"
"10664","512.3292"
"10665","27.7208"
"10666","26.55"
"10667","27.7208"
"10668","39.4"
"10669","39.4"
"10670","30"
"10671","77.9583"
"10672","45.5"
"10673","146.5208"
"10674","211.3375"
"10675","26"
"10676","86.5"
"10677","29.7"
"10678","53.1"
"10679","53.1"
"10680","49.5042"
"10681","75.2417"
"10682","51.8625"
"10683","26.2875"
"10684","82.1708"
"10685","82.1708"
"10686","26.55"
"10687","90"
"10688","90"
"10689","90"
"10690","57.75"
"10691","30.5"
"10692","42.4"
"10693","29.7"
"10694","113.275"
"10695","113.275"
"10696","113.275"
"10697","26.2833"
"10698","26"
"10699","108.9"
"10700","25.7417"
"10701","61.9792"
"10702","61.9792"
"10703","27.7208"
"10704","0"
"10705","28.5"
"10706","93.5"
"10707","66.6"
"10708","66.6"
"10709","108.9"
"10710","108.9"
"10711","93.5"
"10712","30.5"
"10713","52"
"10714","83.1583"
"10715","0"
"10716","39.6"
"10717","135.6333"
"10718","227.525"
"10719","211.3375"
"10720","50.4958"
"10721","26.55"
"10722","50"
"10723","27.7208"
"10724","79.2"
"10725","40.125"
"10726","86.5"
"10727","59.4"
"10728","59.4"
"10729","26.55"
"10730","262.375"
"10731","262.375"
"10732","262.375"
"10733","262.375"
"10734","262.375"
"10735","30.5"
"10736","69.3"
"10737","26"
"10738","57.75"
"10739","31"
"10740","26.55"
"10741","153.4625"
"10742","26.2875"
"10743","55.9"
"10744","55.9"
"10745","35.5"
"10746","35.5"
"10747","26.55"
"10748","30.6958"
"10749","60"
"10750","26"
"10751","60"
"10752","82.2667"
"10753","82.2667"
"10754","134.5"
"10755","134.5"
"10756","134.5"
"10757","146.5208"
"10758","146.5208"
"10759","30.5"
"10760","26.55"
"10761","55.4417"
"10762","55.4417"
"10763","78.2667"
"10764","27.7208"
"10765","80"
"10766","221.7792"
"10767","221.7792"
"10768","32.3208"
"10769","25.9292"
"10770","79.65"
"10771","79.65"
"10772","79.65"
"10773","52"
"10774","52"
"10775","110.8833"
"10776","110.8833"
"10777","110.8833"
"10778","79.2"
"10779","28.5375"
"10780","27.7208"
"10781","33.5"
"10782","34.0208"
"10783","512.3292"
"10784","75.25"
"10785","75.25"
"10786","26.55"
"10787","77.2875"
"10788","77.2875"
"10789","135.6333"
"10790","164.8667"
"10791","164.8667"
"10792","164.8667"
"10793","211.5"
"10794","211.5"
"10795","211.5"
"10796","26.55"
"10797","61.3792"
"10798","61.3792"
"10799","35"
"10800","134.5"
"10801","35.5"
"10802","26.55"
"10803","135.6333"
"10804","24"
"10805","24"
"10806","13"
"10807","11.5"
"10808","10.5"
"10809","26"
"10810","26"
"10811","13"
"10812","11.5"
"10813","10.5"
"10814","13"
"10815","10.5"
"10816","12.525"
"10817","26"
"10818","26"
"10819","26"
"10820","39"
"10821","39"
"10822","39"
"10823","39"
"10824","13"
"10825","13"
"10826","13"
"10827","13"
"10828","13"
"10829","13"
"10830","13"
"10831","39"
"10832","39"
"10833","39"
"10834","26"
"10835","26"
"10836","13"
"10837","13"
"10838","13"
"10839","13"
"10840","29"
"10841","29"
"10842","29"
"10843","21"
"10844","0"
"10845","13"
"10846","26"
"10847","26"
"10848","13.5"
"10849","26"
"10850","26"
"10851","30"
"10852","30"
"10853","26"
"10854","26"
"10855","10.5"
"10856","13"
"10857","10.5"
"10858","26.25"
"10859","26.25"
"10860","26.25"
"10861","10.5"
"10862","13"
"10863","21"
"10864","11.5"
"10865","0"
"10866","36.75"
"10867","73.5"
"10868","36.75"
"10869","13"
"10870","13"
"10871","73.5"
"10872","27.7208"
"10873","27.7208"
"10874","31.5"
"10875","73.5"
"10876","23"
"10877","23"
"10878","26"
"10879","32.5"
"10880","32.5"
"10881","32.5"
"10882","13.8583"
"10883","13.8583"
"10884","13"
"10885","13"
"10886","13"
"10887","26"
"10888","26"
"10889","10.5"
"10890","13"
"10891","0"
"10892","13"
"10893","26"
"10894","21"
"10895","21"
"10896","13"
"10897","26"
"10898","10.5"
"10899","10.5"
"10900","11.5"
"10901","11.5"
"10902","13.5"
"10903","13"
"10904","13"
"10905","13"
"10906","13"
"10907","13"
"10908","14.5"
"10909","14.5"
"10910","13"
"10911","33"
"10912","33"
"10913","10.5"
"10914","10.5"
"10915","26.25"
"10916","26.25"
"10917","26.25"
"10918","65"
"10919","65"
"10920","65"
"10921","65"
"10922","16"
"10923","73.5"
"10924","73.5"
"10925","73.5"
"10926","13"
"10927","23"
"10928","11.5"
"10929","13"
"10930","23"
"10931","13"
"10932","26"
"10933","26"
"10934","73.5"
"10935","13"
"10936","26"
"10937","26"
"10938","12.275"
"10939","10.5"
"10940","27"
"10941","27"
"10942","15"
"10943","31.5"
"10944","31.5"
"10945","10.5"
"10946","13.7917"
"10947","26"
"10948","26"
"10949","21"
"10950","12.35"
"10951","12.35"
"10952","13.5"
"10953","12.35"
"10954","0"
"10955","10.5"
"10956","26"
"10957","26"
"10958","10.7083"
"10959","41.5792"
"10960","41.5792"
"10961","41.5792"
"10962","41.5792"
"10963","12"
"10964","33"
"10965","10.5"
"10966","12.875"
"10967","10.5"
"10968","12.35"
"10969","26"
"10970","26"
"10971","10.5"
"10972","15.0458"
"10973","37.0042"
"10974","37.0042"
"10975","37.0042"
"10976","15.5792"
"10977","13"
"10978","16"
"10979","13.5"
"10980","13"
"10981","26"
"10982","19.5"
"10983","19.5"
"10984","10.5"
"10985","13"
"10986","13"
"10987","10.5"
"10988","13"
"10989","14"
"10990","26"
"10991","10.5"
"10992","9.6875"
"10993","30.0708"
"10994","30.0708"
"10995","26"
"10996","26"
"10997","26"
"10998","13"
"10999","36.75"
"11000","13.5"
"11001","13.8625"
"11002","10.5"
"11003","13"
"11004","10.5"
"11005","13.8625"
"11006","10.5"
"11007","13.8583"
"11008","10.5"
"11009","0"
"11010","26"
"11011","10.5"
"11012","15.05"
"11013","13"
"11014","21"
"11015","26"
"11016","21"
"11017","13"
"11018","13"
"11019","12.7375"
"11020","15.0333"
"11021","26"
"11022","26"
"11023","26"
"11024","10.5"
"11025","21"
"11026","21"
"11027","13"
"11028","15.0458"
"11029","18.75"
"11030","18.75"
"11031","18.75"
"11032","10.5"
"11033","10.5"
"11034","10.5"
"11035","13"
"11036","13"
"11037","26"
"11038","26"
"11039","13"
"11040","36.75"
"11041","13"
"11042","13.5"
"11043","12.35"
"11044","10.5"
"11045","13"
"11046","13"
"11047","15.0458"
"11048","10.5"
"11049","13"
"11050","65"
"11051","10.5"
"11052","13"
"11053","12.65"
"11054","10.5"
"11055","21"
"11056","21"
"11057","13"
"11058","21"
"11059","21"
"11060","10.5"
"11061","21"
"11062","0"
"11063","15.75"
"11064","15.75"
"11065","13"
"11066","26"
"11067","26"
"11068","23"
"11069","23"
"11070","23"
"11071","27.75"
"11072","27.75"
"11073","27.75"
"11074","27.75"
"11075","10.5"
"11076","12.875"
"11077","13"
"11078","13"
"11079","13.5"
"11080","13"
"11081","7.55"
"11082","20.25"
"11083","20.25"
"11084","20.25"
"11085","7.65"
"11086","7.65"
"11087","7.925"
"11088","7.2292"
"11089","7.25"
"11090","8.05"
"11091","9.475"
"11092","9.35"
"11093","9.35"
"11094","18.7875"
"11095","7.8875"
"11096","7.925"
"11097","7.05"
"11098","7.05"
"11099","8.05"
"11100","8.3"
"11101","22.525"
"11102","7.8542"
"11103","31.275"
"11104","31.275"
"11105","31.275"
"11106","7.925"
"11107","7.775"
"11108","31.275"
"11109","31.275"
"11110","31.275"
"11111","7.7958"
"11112","7.775"
"11113","31.275"
"11114","7.8542"
"11115","7.8958"
"11116","17.8"
"11117","17.8"
"11118","7.775"
"11119","7.05"
"11120","31.3875"
"11121","31.3875"
"11122","31.3875"
"11123","31.3875"
"11124","31.3875"
"11125","31.3875"
"11126","7.7958"
"11127","31.3875"
"11128","7.225"
"11129","7.225"
"11130","7.05"
"11131","14.4583"
"11132","7.225"
"11133","7.8542"
"11134","7.2292"
"11135","7.225"
"11136","15.85"
"11137","15.85"
"11138","19.2583"
"11139","19.2583"
"11140","19.2583"
"11141","19.2583"
"11142","8.05"
"11143","7.225"
"11144","7.8958"
"11145","7.2292"
"11146","14.4542"
"11147","14.4542"
"11148","7.8792"
"11149","8.05"
"11150","8.05"
"11151","7.775"
"11152","9.35"
"11153","7.2292"
"11154","4.0125"
"11155","56.4958"
"11156","7.775"
"11157","7.75"
"11158","7.8958"
"11159","15.2458"
"11160","15.2458"
"11161","7.225"
"11162","15.2458"
"11163","7.75"
"11164","15.5"
"11165","15.5"
"11166","16.1"
"11167","7.725"
"11168","7.8542"
"11169","7.0458"
"11170","7.25"
"11171","7.7958"
"11172","8.05"
"11173","7.2833"
"11174","7.8208"
"11175","6.75"
"11176","7.8792"
"11177","8.6625"
"11178","8.6625"
"11179","8.6625"
"11180","8.6625"
"11181","8.6625"
"11182","8.6625"
"11183","7.75"
"11184","7.75"
"11185","8.05"
"11186","14.4583"
"11187","14.4583"
"11188","7.7958"
"11189","7.8542"
"11190","7.75"
"11191","7.75"
"11192","7.25"
"11193","8.05"
"11194","7.7333"
"11195","56.4958"
"11196","8.05"
"11197","14.4542"
"11198","14.4542"
"11199","7.05"
"11200","8.05"
"11201","7.25"
"11202","7.4958"
"11203","7.4958"
"11204","7.7333"
"11205","7.75"
"11206","7.75"
"11207","7.6292"
"11208","7.75"
"11209","8.05"
"11210","7.8958"
"11211","7.8958"
"11212","7.8958"
"11213","8.05"
"11214","15.9"
"11215","15.9"
"11216","15.9"
"11217","7.25"
"11218","8.1583"
"11219","16.1"
"11220","16.1"
"11221","8.6625"
"11222","7.225"
"11223","8.05"
"11224","10.5167"
"11225","10.1708"
"11226","6.95"
"11227","7.75"
"11228","14.4"
"11229","14.4"
"11230","14.4"
"11231","7.8958"
"11232","7.8958"
"11233","24.15"
"11234","8.05"
"11235","24.15"
"11236","8.05"
"11237","16.1"
"11238","16.1"
"11239","17.4"
"11240","17.4"
"11241","9.5"
"11242","9.5"
"11243","20.575"
"11244","20.575"
"11245","20.575"
"11246","20.575"
"11247","7.8958"
"11248","7.8958"
"11249","7.8958"
"11250","7.25"
"11251","7.25"
"11252","7.8792"
"11253","7.8958"
"11254","8.6625"
"11255","7.8958"
"11256","7.2292"
"11257","7.75"
"11258","8.05"
"11259","12.475"
"11260","7.75"
"11261","8.05"
"11262","7.8958"
"11263","7.75"
"11264","7.55"
"11265","13.9"
"11266","13.9"
"11267","7.775"
"11268","7.775"
"11269","6.975"
"11270","7.225"
"11271","7.2292"
"11272","7.2292"
"11273","7.2292"
"11274","7.25"
"11275","12.475"
"11276","7.225"
"11277","15.1"
"11278","7.75"
"11279","7.05"
"11280","7.7958"
"11281","7.75"
"11282","7.75"
"11283","6.95"
"11284","7.8792"
"11285","7.75"
"11286","56.4958"
"11287","34.375"
"11288","34.375"
"11289","8.05"
"11290","34.375"
"11291","34.375"
"11292","34.375"
"11293","7.75"
"11294","7.25"
"11295","7.7417"
"11296","14.5"
"11297","7.8958"
"11298","8.05"
"11299","7.7333"
"11300","7.75"
"11301","20.525"
"11302","20.525"
"11303","7.85"
"11304","20.525"
"11305","7.05"
"11306","46.9"
"11307","46.9"
"11308","46.9"
"11309","46.9"
"11310","46.9"
"11311","46.9"
"11312","46.9"
"11313","46.9"
"11314","8.05"
"11315","8.3625"
"11316","8.05"
"11317","9.8458"
"11318","7.925"
"11319","7.925"
"11320","7.775"
"11321","8.85"
"11322","7.7333"
"11323","19.9667"
"11324","19.9667"
"11325","15.85"
"11326","15.85"
"11327","9.5"
"11328","7.2292"
"11329","14.1083"
"11330","7.8542"
"11331","7.8542"
"11332","14.1083"
"11333","7.55"
"11334","7.25"
"11335","6.8583"
"11336","18.7875"
"11337","7.75"
"11338","6.975"
"11339","56.4958"
"11340","6.75"
"11341","7.925"
"11342","7.925"
"11343","8.9625"
"11344","7.8958"
"11345","7.775"
"11346","7.75"
"11347","12.2875"
"11348","12.2875"
"11349","6.45"
"11350","22.525"
"11351","7.925"
"11352","7.75"
"11353","8.05"
"11354","7.65"
"11355","7.8875"
"11356","7.2292"
"11357","7.8958"
"11358","7.925"
"11359","7.925"
"11360","7.8958"
"11361","7.8958"
"11362","7.7958"
"11363","7.05"
"11364","7.8542"
"11365","7.8542"
"11366","7.0542"
"11367","7.75"
"11368","8.1125"
"11369","6.4958"
"11370","7.775"
"11371","7.7958"
"11372","8.6542"
"11373","7.775"
"11374","7.8542"
"11375","11.1333"
"11376","11.1333"
"11377","0"
"11378","7.775"
"11379","0"
"11380","11.1333"
"11381","23.45"
"11382","23.45"
"11383","23.45"
"11384","23.45"
"11385","7.8958"
"11386","7.8542"
"11387","7.8542"
"11388","9.825"
"11389","9.825"
"11390","7.925"
"11391","7.125"
"11392","8.4333"
"11393","7.8958"
"11394","7.7958"
"11395","7.8542"
"11396","7.5208"
"11397","13.4167"
"11398","13.4167"
"11399","7.2292"
"11400","7.2292"
"11401","7.75"
"11402","7.25"
"11403","7.75"
"11404","7.75"
"11405","7.8292"
"11406","8.05"
"11407","7.75"
"11408","14.4542"
"11409","14.4542"
"11410","7.75"
"11411","7.75"
"11412","7.7375"
"11413","8.6625"
"11414","8.6625"
"11415","22.025"
"11416","22.025"
"11417","22.025"
"11418","12.1833"
"11419","7.8542"
"11420","12.1833"
"11421","7.8958"
"11422","7.2292"
"11423","7.225"
"11424","9.5875"
"11425","7.8958"
"11426","56.4958"
"11427","56.4958"
"11428","7.25"
"11429","7.75"
"11430","56.4958"
"11431","9.4833"
"11432","7.775"
"11433","7.775"
"11434","7.225"
"11435","25.4667"
"11436","25.4667"
"11437","25.4667"
"11438","25.4667"
"11439","25.4667"
"11440","7.925"
"11441","6.4375"
"11442","15.5"
"11443","15.5"
"11444","0"
"11445","24.15"
